post_id,platform,created_at,post_month,day_of_week,post_hour,post_type,media_type,num_hashtags,mentions_count,has_call_to_action,call_to_action_type,content_topic,sentiment_tone,caption_length,features_resident_story,campaign_name,is_boosted,boost_budget_php,impressions,reach,likes,comments,shares,saves,click_throughs,video_views,engagement_rate,profile_visits,follower_count_at_post,watch_time_seconds,avg_view_duration_seconds,subscriber_count_at_post,forwards,engagement_total,engagement_per_1k_reach,click_through_rate,profile_visit_rate,donation_referrals_per_100_clicks,estimated_donation_value_per_click,estimated_donation_value_per_1k_reach,boost_budget_per_1k_impressions,is_video_or_reel,has_campaign_link,is_weekend_post,days_since_previous_post_on_platform,follower_count_delta,donation_referrals,estimated_donation_value_php,label_donation_referral_positive,label_estimated_donation_value_php
664,Facebook,2023-05-21 10:03:00,2023-05-01,Sunday,10,FundraisingAppeal,Video,2,0,True,SignUp,Reintegration,Grateful,143,False,Summer of Safety,True,2255.93,5108,3367,325,82,51,31,179,5397.0,0.1047,156,2489,0.0,0.0,0.0,0.0,489,145.23314523314522,0.05316305316305316,0.04633204633204633,6.145251396648045,235.48094972067037,12518.886248886249,441.6464369616288,True,True,True,8.225,0.0,11,42151.09,True,42151.09
672,Facebook,2023-06-12 17:41:00,2023-06-01,Monday,17,ImpactStory,Text,3,0,False,,Education,Celebratory,157,True,,False,0.0,6012,3593,197,92,88,21,69,0.0,0.0804,47,2489,0.0,0.0,0.0,0.0,398,110.77094350125243,0.0192040077929307,0.013080990815474534,24.63768115942029,208.24434782608697,3999.126078485945,0.0,False,False,False,22.318055555555556,0.0,17,14368.86,True,14368.86
13,Facebook,2023-06-25 12:57:00,2023-06-01,Sunday,12,EducationalContent,Photo,0,0,True,DonateNow,EventRecap,Urgent,99,False,Back to School,False,0.0,4124,2947,378,110,83,37,118,0.0,0.1489,109,950,0.0,0.0,0.0,0.0,608,206.31150322361725,0.04004071937563624,0.03698676620291822,1.694915254237288,84.5272033898305,3384.5300305395317,0.0,False,True,True,12.802777777777777,-1539.0,2,9974.21,True,9974.21
37,Facebook,2023-07-04 19:47:00,2023-07-01,Tuesday,19,EducationalContent,Video,3,0,False,,Reintegration,Urgent,149,False,Back to School,False,0.0,6543,3670,515,93,136,49,61,6565.0,0.1617,129,2211,0.0,0.0,0.0,0.0,793,216.07629427792915,0.01662125340599455,0.03514986376021798,3.278688524590164,33.540983606557376,557.4931880108992,0.0,True,True,False,9.284722222222221,1261.0,2,2046.0,True,2046.0
792,Facebook,2023-07-05 15:59:00,2023-07-01,Wednesday,15,ImpactStory,Photo,2,1,False,,Gratitude,Hopeful,135,False,,False,0.0,2356,1585,106,29,12,9,30,0.0,0.0696,48,2489,0.0,0.0,0.0,0.0,156,98.42271293375394,0.01892744479495268,0.03028391167192429,6.666666666666667,287.185,5435.678233438486,0.0,False,False,False,0.8416666666666667,278.0,2,8615.55,True,8615.55
552,Facebook,2023-07-08 09:01:00,2023-07-01,Saturday,9,ThankYou,Text,2,1,True,ShareStory,Health,Informative,110,False,,False,0.0,1609,1216,57,9,10,7,52,0.0,0.0624,26,2479,0.0,0.0,0.0,0.0,83,68.25657894736842,0.04276315789473684,0.02138157894736842,0.0,0.0,0.0,0.0,False,False,True,2.709722222222222,-10.0,0,0.0,False,0.0
78,Facebook,2023-07-17 11:23:00,2023-07-01,Monday,11,ThankYou,Photo,1,0,False,,DonorImpact,Hopeful,93,False,,False,0.0,2472,1873,219,33,32,18,33,0.0,0.1221,67,2423,0.0,0.0,0.0,0.0,302,161.2386545648692,0.01761879337960491,0.03577148958889482,0.0,0.0,0.0,0.0,False,False,False,9.098611111111111,-56.0,0,0.0,False,0.0
789,Facebook,2023-07-17 20:08:00,2023-07-01,Monday,20,EducationalContent,Video,5,0,False,,AwarenessRaising,Informative,131,False,,False,0.0,5964,3579,137,62,48,28,54,3513.0,0.0764,121,2489,0.0,0.0,0.0,0.0,275,76.83710533668622,0.015088013411567477,0.03380832634814194,0.0,0.0,0.0,0.0,True,False,False,0.3645833333333333,66.0,0,0.0,False,0.0
661,Facebook,2023-07-19 02:17:00,2023-07-01,Wednesday,2,ThankYou,Carousel,1,0,False,,Health,Urgent,93,False,Back to School,False,0.0,1685,1208,25,11,8,3,19,0.0,0.0289,5,2489,0.0,0.0,0.0,0.0,47,38.90728476821192,0.015728476821192054,0.0041390728476821195,0.0,0.0,0.0,0.0,False,True,False,1.25625,0.0,0,0.0,False,0.0
247,Facebook,2023-07-20 20:08:00,2023-07-01,Thursday,20,ThankYou,Photo,0,0,False,,SafehouseLife,Celebratory,89,False,Back to School,True,399.54,11658,8207,1505,413,212,99,115,0.0,0.1457,336,2479,0.0,0.0,0.0,0.0,2229,271.59741683928354,0.014012428414767882,0.04094066041184355,4.3478260869565215,35.963217391304354,503.93200926038753,34.2717447246526,False,True,False,1.74375,-10.0,5,4135.77,True,4135.77
54,Facebook,2023-07-25 10:22:00,2023-07-01,Tuesday,10,ImpactStory,Carousel,3,0,False,,SafehouseLife,Emotional,161,True,Back to School,False,0.0,5867,3676,450,104,192,61,58,0.0,0.1524,96,2348,0.0,0.0,0.0,0.0,807,219.53210010881392,0.015778019586507073,0.026115342763873776,112.06896551724138,3334.5437931034485,52612.4972796518,0.0,False,True,False,4.593055555555556,-131.0,65,193403.54,True,193403.54
57,Facebook,2023-07-27 09:35:00,2023-07-01,Thursday,9,Campaign,Text,2,2,True,DonateNow,SafehouseLife,Urgent,177,False,,False,0.0,2897,1913,124,60,40,17,90,0.0,0.1298,55,2348,0.0,0.0,0.0,0.0,241,125.98013591217982,0.04704652378463147,0.028750653423941452,4.444444444444445,188.30766666666665,8859.221118661788,0.0,False,False,False,1.9673611111111111,0.0,4,16947.69,True,16947.69
103,Facebook,2023-08-10 20:43:00,2023-08-01,Thursday,20,EducationalContent,Carousel,2,0,False,,Health,Informative,131,False,,False,0.0,12581,7158,338,144,78,66,98,0.0,0.0756,228,2423,0.0,0.0,0.0,0.0,626,87.45459625593742,0.013690975132718636,0.03185247275775356,1.0204081632653061,43.8804081632653,600.7655769768091,0.0,False,False,False,14.463888888888889,75.0,1,4300.28,True,4300.28
100,Facebook,2023-08-11 17:42:00,2023-08-01,Friday,17,EducationalContent,Video,3,0,False,,CampaignLaunch,Celebratory,141,False,,False,0.0,3825,2552,287,67,38,19,42,3637.0,0.0989,39,2423,0.0,0.0,0.0,0.0,411,161.0501567398119,0.016457680250783698,0.015282131661442006,0.0,0.0,0.0,0.0,True,False,False,0.8743055555555556,0.0,0,0.0,False,0.0
212,Facebook,2023-08-11 19:47:00,2023-08-01,Friday,19,ThankYou,Text,0,1,True,LearnMore,AwarenessRaising,Celebratory,93,False,,False,0.0,2871,1943,352,133,69,31,100,0.0,0.2298,81,2423,0.0,0.0,0.0,0.0,585,301.08080288214103,0.0514668039114771,0.041688111168296446,1.0,8.3403,429.2485846628924,0.0,False,False,False,0.08680555555555555,0.0,1,834.03,True,834.03
91,Facebook,2023-08-12 22:45:00,2023-08-01,Saturday,22,EducationalContent,Photo,1,0,False,,AwarenessRaising,Celebratory,152,False,,True,3760.1,8944,5111,219,92,36,22,96,0.0,0.0605,83,2423,0.0,0.0,0.0,0.0,369,72.19722167873215,0.018783017022109175,0.01623948346703189,0.0,0.0,0.0,420.40474060822896,False,False,True,1.1236111111111111,0.0,0,0.0,False,0.0
229,Facebook,2023-08-22 06:16:00,2023-08-01,Tuesday,6,FundraisingAppeal,Reel,2,0,True,ShareStory,Education,Grateful,138,False,,False,0.0,933,620,19,9,3,2,30,1069.0,0.0493,10,2479,0.0,0.0,0.0,0.0,33,53.225806451612904,0.04838709677419355,0.016129032258064516,0.0,0.0,0.0,0.0,True,False,False,9.313194444444445,56.0,0,0.0,False,0.0
466,Facebook,2023-08-28 10:46:00,2023-08-01,Monday,10,FundraisingAppeal,Video,1,2,True,LearnMore,AwarenessRaising,Informative,142,False,,True,4966.98,27267,16001,1175,355,227,132,684,22602.0,0.1006,590,2479,0.0,0.0,0.0,0.0,1889,118.05512155490283,0.04274732829198175,0.03687269545653397,5.847953216374269,160.45154970760234,6858.875070308106,182.16085377929366,True,False,False,6.1875,0.0,40,109748.86,True,109748.86
486,Facebook,2023-09-02 00:34:00,2023-09-01,Saturday,0,FundraisingAppeal,Photo,1,1,True,LearnMore,DonorImpact,Urgent,142,False,,False,0.0,1337,1006,34,4,8,2,49,0.0,0.0341,12,2479,0.0,0.0,0.0,0.0,48,47.713717693836976,0.048707753479125246,0.011928429423459244,2.0408163265306123,72.3,3521.5705765407556,0.0,False,False,True,4.575,0.0,1,3542.7,True,3542.7
419,Facebook,2023-10-04 03:19:00,2023-10-01,Wednesday,3,EducationalContent,Video,3,1,True,DonateNow,SafehouseLife,Emotional,133,False,,False,0.0,2896,1676,44,9,19,4,85,1744.0,0.0409,16,2479,0.0,0.0,0.0,0.0,76,45.346062052505964,0.05071599045346062,0.00954653937947494,0.0,0.0,0.0,0.0,True,False,False,32.114583333333336,0.0,0,0.0,False,0.0
357,Facebook,2023-10-06 10:30:00,2023-10-01,Friday,10,Campaign,Photo,2,0,True,ShareStory,Reintegration,Grateful,170,False,,False,0.0,4317,3086,290,59,60,29,101,0.0,0.1281,149,2479,0.0,0.0,0.0,0.0,438,141.93130265716138,0.03272845106934543,0.04828256642903435,5.9405940594059405,125.90970297029702,4120.829552819184,0.0,False,False,False,2.2993055555555557,0.0,6,12716.88,True,12716.88
257,Facebook,2023-10-10 18:51:00,2023-10-01,Tuesday,18,EventPromotion,Reel,3,1,False,,EventRecap,Grateful,133,False,,False,0.0,2664,1843,126,42,26,10,34,3027.0,0.0752,25,2479,0.0,0.0,0.0,0.0,204,110.68909386869235,0.018448182311448725,0.013564839934888768,0.0,0.0,0.0,0.0,True,False,False,4.347916666666666,0.0,0,0.0,False,0.0
628,Facebook,2023-10-21 11:12:00,2023-10-01,Saturday,11,ImpactStory,Photo,4,1,True,ShareStory,Gratitude,Hopeful,189,False,,False,0.0,2977,1806,238,48,42,20,78,0.0,0.1376,111,2489,0.0,0.0,0.0,0.0,348,192.69102990033224,0.04318936877076412,0.061461794019933555,14.102564102564102,106.96858974358973,4619.905869324473,0.0,False,False,True,10.68125,10.0,11,8343.55,True,8343.55
185,Facebook,2023-10-28 12:28:00,2023-10-01,Saturday,12,Campaign,Video,0,0,True,ShareStory,CampaignLaunch,Informative,156,False,,False,0.0,2986,1724,109,43,20,15,56,1393.0,0.0829,52,2423,0.0,0.0,0.0,0.0,187,108.46867749419954,0.03248259860788863,0.030162412993039442,1.7857142857142858,53.03964285714285,1722.8654292343388,0.0,True,False,True,7.052777777777778,-66.0,1,2970.22,True,2970.22
503,Facebook,2023-11-14 09:00:00,2023-11-01,Tuesday,9,ImpactStory,Video,1,0,False,,CampaignLaunch,Hopeful,119,True,Year-End Hope,False,0.0,18166,11858,1092,223,382,72,159,22909.0,0.0938,331,2479,0.0,0.0,0.0,0.0,1769,149.1819868443245,0.013408669252825097,0.02791364479676168,89.30817610062893,3012.6518238993713,40395.65188058695,0.0,True,True,False,16.855555555555554,56.0,142,479011.64,True,479011.64
426,Facebook,2023-11-16 18:40:00,2023-11-01,Thursday,18,EventPromotion,Photo,4,1,True,DonateNow,DonorImpact,Emotional,120,False,Year-End Hope,False,0.0,5626,3191,522,94,127,47,152,0.0,0.1724,183,2479,0.0,0.0,0.0,0.0,790,247.57129426512066,0.047633970542149795,0.05734879348166719,1.3157894736842106,39.17026315789474,1865.8351613914133,0.0,False,True,False,2.4027777777777777,0.0,2,5953.88,True,5953.88
726,Facebook,2023-11-17 20:40:00,2023-11-01,Friday,20,Campaign,Photo,5,2,True,DonateNow,Education,Grateful,136,False,Year-End Hope,False,0.0,6331,4719,381,186,66,38,235,0.0,0.1238,149,2489,0.0,0.0,0.0,0.0,671,142.1911421911422,0.049798686162322525,0.03157448611994067,7.659574468085107,176.35365957446808,8782.180546726002,0.0,False,True,False,1.0833333333333333,10.0,18,41443.11,True,41443.11
531,Facebook,2023-12-02 12:45:00,2023-12-01,Saturday,12,ImpactStory,Text,5,2,True,DonateNow,SafehouseLife,Informative,135,True,Year-End Hope,False,0.0,2023,1215,89,28,44,8,65,0.0,0.0812,33,2479,0.0,0.0,0.0,0.0,169,139.09465020576133,0.053497942386831275,0.027160493827160494,15.384615384615385,606.6623076923078,32455.185185185186,0.0,False,True,True,14.67013888888889,-10.0,10,39433.05,True,39433.05
275,Facebook,2023-12-03 06:44:00,2023-12-01,Sunday,6,ThankYou,Photo,1,2,False,,CampaignLaunch,Informative,104,False,Year-End Hope,False,0.0,3110,1990,44,6,9,4,31,0.0,0.0318,23,2479,0.0,0.0,0.0,0.0,63,31.65829145728643,0.015577889447236181,0.011557788944723618,0.0,0.0,0.0,0.0,False,True,True,0.7493055555555556,0.0,0,0.0,False,0.0
188,Facebook,2023-12-05 11:54:00,2023-12-01,Tuesday,11,ImpactStory,Photo,1,3,True,SignUp,DonorImpact,Hopeful,82,False,,True,908.12,11384,7284,917,369,124,78,301,0.0,0.1597,399,2423,0.0,0.0,0.0,0.0,1488,204.2833607907743,0.04132344865458539,0.054777594728171335,10.299003322259136,231.18029900332226,9553.167215815485,79.77160927617709,False,False,False,2.2152777777777777,-56.0,31,69585.27,True,69585.27
635,Facebook,2023-12-12 09:13:00,2023-12-01,Tuesday,9,ThankYou,Text,1,1,True,ShareStory,SafehouseLife,Hopeful,93,False,Year-End Hope,False,0.0,2239,1524,198,63,32,18,81,0.0,0.131,51,2489,0.0,0.0,0.0,0.0,311,204.0682414698163,0.0531496062992126,0.03346456692913386,0.0,0.0,0.0,0.0,False,True,False,6.888194444444444,66.0,0,0.0,False,0.0
345,Facebook,2023-12-12 18:47:00,2023-12-01,Tuesday,18,Campaign,Photo,3,1,True,DonateNow,Health,Informative,136,False,,False,0.0,5860,4313,194,46,56,29,145,0.0,0.0869,139,2479,0.0,0.0,0.0,0.0,325,75.35358219336888,0.0336192905170415,0.032228147461163925,5.517241379310345,160.5818620689655,5398.648272664039,0.0,False,False,False,0.39861111111111114,-10.0,8,23284.37,True,23284.37
290,Facebook,2023-12-22 14:51:00,2023-12-01,Friday,14,Campaign,Video,4,1,True,SignUp,Education,Hopeful,176,False,,True,1001.71,14507,10857,778,292,158,59,410,14834.0,0.0839,360,2479,0.0,0.0,0.0,0.0,1287,118.54103343465046,0.03776365478493138,0.03315833103067146,4.634146341463414,113.67953658536585,4292.954775720733,69.05011373819535,True,False,False,9.83611111111111,0.0,19,46608.61,True,46608.61
801,Facebook,2023-12-26 05:04:00,2023-12-01,Tuesday,5,ThankYou,Photo,4,0,True,LearnMore,CampaignLaunch,Urgent,76,False,,False,0.0,365,207,5,2,1,0,7,0.0,0.0329,1,2489,0.0,0.0,0.0,0.0,8,38.64734299516908,0.033816425120772944,0.004830917874396135,0.0,0.0,0.0,0.0,False,False,False,3.592361111111111,10.0,0,0.0,False,0.0
285,Facebook,2024-01-02 05:35:00,2024-01-01,Tuesday,5,ThankYou,Text,2,0,True,ShareStory,DonorImpact,Emotional,101,False,,False,0.0,1279,735,17,6,6,2,39,0.0,0.0444,10,2479,0.0,0.0,0.0,0.0,31,42.17687074829932,0.053061224489795916,0.013605442176870748,0.0,0.0,0.0,0.0,False,False,False,7.021527777777778,-10.0,0,0.0,False,0.0
152,Facebook,2024-01-05 19:52:00,2024-01-01,Friday,19,ImpactStory,Text,2,2,False,,EventRecap,Grateful,143,True,,False,0.0,2625,1814,141,50,83,16,23,0.0,0.1117,57,2423,0.0,0.0,0.0,0.0,290,159.86769570011026,0.012679162072767364,0.031422271223814774,60.869565217391305,1417.0995652173913,17967.63506063947,0.0,False,False,False,3.595138888888889,-56.0,14,32593.29,True,32593.29
716,Facebook,2024-01-14 17:06:00,2024-01-01,Sunday,17,ImpactStory,Photo,2,0,True,DonateNow,DonorImpact,Hopeful,142,True,,False,0.0,2009,1392,62,16,48,8,52,0.0,0.0781,47,2489,0.0,0.0,0.0,0.0,134,96.26436781609195,0.03735632183908046,0.033764367816091954,7.6923076923076925,236.91403846153847,8850.237068965518,0.0,False,False,True,8.884722222222223,66.0,4,12319.53,True,12319.53
263,Facebook,2024-01-29 09:53:00,2024-01-01,Monday,9,EventPromotion,Video,1,0,True,SignUp,DonorImpact,Emotional,138,False,,True,864.63,10618,7438,888,146,247,61,401,7086.0,0.1262,240,2479,0.0,0.0,0.0,0.0,1342,180.42484538854532,0.05391234202742673,0.032266738370529714,0.7481296758104738,35.27456359102244,1901.734337187416,81.43058956488981,True,False,False,14.699305555555556,-10.0,3,14145.1,True,14145.1
451,Facebook,2024-02-02 09:05:00,2024-02-01,Friday,9,EducationalContent,Video,4,0,True,ShareStory,DonorImpact,Emotional,157,False,,False,0.0,3202,2222,279,113,78,38,83,3986.0,0.1822,127,2479,0.0,0.0,0.0,0.0,508,228.6228622862286,0.03735373537353735,0.05715571557155716,1.2048192771084338,16.119156626506026,602.1107110711071,0.0,True,False,False,3.966666666666667,0.0,1,1337.89,True,1337.89
294,Facebook,2024-02-20 16:24:00,2024-02-01,Tuesday,16,ThankYou,Video,4,1,False,,Gratitude,Grateful,128,False,,False,0.0,1501,918,21,14,7,2,14,1095.0,0.0461,11,2479,0.0,0.0,0.0,0.0,44,47.930283224400874,0.015250544662309368,0.011982570806100218,0.0,0.0,0.0,0.0,True,False,False,18.304861111111112,0.0,0,0.0,False,0.0
315,Facebook,2024-03-01 19:09:00,2024-03-01,Friday,19,EducationalContent,Video,1,0,False,,DonorImpact,Emotional,114,False,,False,0.0,10154,6330,477,144,176,62,89,8632.0,0.1335,143,2479,0.0,0.0,0.0,0.0,859,135.70300157977883,0.01406003159557662,0.02259083728278041,4.49438202247191,214.64078651685392,3017.856240126382,0.0,True,False,False,10.114583333333334,0.0,4,19103.03,True,19103.03
127,Facebook,2024-03-13 19:30:00,2024-03-01,Wednesday,19,EducationalContent,Photo,1,3,True,SignUp,Gratitude,Informative,162,False,,False,0.0,4260,3095,152,29,39,23,159,0.0,0.0875,77,2423,0.0,0.0,0.0,0.0,243,78.51373182552504,0.05137318255250404,0.024878836833602584,0.0,0.0,0.0,0.0,False,False,False,12.014583333333333,-56.0,0,0.0,False,0.0
710,Facebook,2024-03-14 20:33:00,2024-03-01,Thursday,20,ImpactStory,Photo,1,0,True,DonateNow,Health,Hopeful,122,True,,False,0.0,4675,2723,326,53,163,36,152,0.0,0.1737,160,2489,0.0,0.0,0.0,0.0,578,212.26588321704003,0.05582078589790672,0.05875872199779655,10.526315789473685,80.10125,4471.314726404701,0.0,False,False,False,1.04375,66.0,16,12175.39,True,12175.39
279,Facebook,2024-03-19 16:26:00,2024-03-01,Tuesday,16,FundraisingAppeal,Video,1,0,True,LearnMore,SafehouseLife,Emotional,157,False,,True,2302.02,2982,1863,192,36,38,14,72,2706.0,0.116,36,2479,0.0,0.0,0.0,0.0,280,150.2952227589909,0.03864734299516908,0.01932367149758454,5.555555555555555,30.481527777777778,1178.0300590445518,771.9718309859155,True,False,False,4.8284722222222225,-10.0,4,2194.67,True,2194.67
538,Facebook,2024-03-22 08:16:00,2024-03-01,Friday,8,EducationalContent,Photo,1,2,True,LearnMore,Education,Emotional,149,False,,False,0.0,2647,1575,126,45,33,9,61,0.0,0.0911,52,2479,0.0,0.0,0.0,0.0,213,135.23809523809524,0.03873015873015873,0.03301587301587302,0.0,0.0,0.0,0.0,False,False,False,2.6597222222222223,0.0,0,0.0,False,0.0
71,Facebook,2024-03-22 08:23:00,2024-03-01,Friday,8,Campaign,Photo,1,0,True,LearnMore,Reintegration,Emotional,180,False,,False,0.0,917,654,42,27,16,5,29,0.0,0.1215,27,2423,0.0,0.0,0.0,0.0,90,137.61467889908258,0.04434250764525994,0.04128440366972477,0.0,0.0,0.0,0.0,False,False,False,0.004861111111111111,-56.0,0,0.0,False,0.0
69,Facebook,2024-03-24 19:08:00,2024-03-01,Sunday,19,EventPromotion,Video,2,0,True,LearnMore,DonorImpact,Grateful,137,False,,False,0.0,8627,5414,491,85,120,56,264,7160.0,0.1424,210,2423,0.0,0.0,0.0,0.0,752,138.899150350942,0.048762467676394534,0.03878832656076838,0.7575757575757576,20.595530303030305,1004.2888806797192,0.0,True,False,True,2.4479166666666665,0.0,2,5437.22,True,5437.22
215,Facebook,2024-03-26 10:16:00,2024-03-01,Tuesday,10,FundraisingAppeal,Carousel,4,0,True,DonateNow,DonorImpact,Grateful,199,False,,False,0.0,4457,2716,254,42,60,46,93,0.0,0.1232,114,2479,0.0,0.0,0.0,0.0,402,148.0117820324006,0.03424153166421208,0.04197349042709867,8.602150537634408,347.1705376344086,11887.650957290132,0.0,False,False,False,1.6305555555555555,56.0,8,32286.86,True,32286.86
