safehouse_id,month_start,month_end,active_residents,avg_education_progress,avg_health_score,process_recording_count,home_visitation_count,incident_count,safehouse_code,safehouse_name,region,city,status,open_date,capacity_girls,capacity_staff,allocated_amount_month,allocation_count_month,allocation_program_diversity_month,allocated_amount_education_month,allocated_amount_maintenance_month,allocated_amount_operations_month,allocated_amount_outreach_month,allocated_amount_transport_month,allocated_amount_wellbeing_month,safehouse_age_months,capacity_utilization_ratio,capacity_gap,active_residents_lag1,avg_education_progress_lag1,avg_health_score_lag1,process_recording_count_lag1,home_visitation_count_lag1,incident_count_lag1,allocated_amount_month_lag1,allocation_count_month_lag1,allocation_program_diversity_month_lag1,capacity_utilization_ratio_lag1,allocated_amount_education_month_lag1,allocated_amount_maintenance_month_lag1,allocated_amount_operations_month_lag1,allocated_amount_outreach_month_lag1,allocated_amount_transport_month_lag1,allocated_amount_wellbeing_month_lag1,active_residents_lag2,avg_education_progress_lag2,avg_health_score_lag2,process_recording_count_lag2,home_visitation_count_lag2,incident_count_lag2,allocated_amount_month_lag2,allocation_count_month_lag2,allocation_program_diversity_month_lag2,capacity_utilization_ratio_lag2,allocated_amount_education_month_lag2,allocated_amount_maintenance_month_lag2,allocated_amount_operations_month_lag2,allocated_amount_outreach_month_lag2,allocated_amount_transport_month_lag2,allocated_amount_wellbeing_month_lag2,active_residents_lag3,avg_education_progress_lag3,avg_health_score_lag3,process_recording_count_lag3,home_visitation_count_lag3,incident_count_lag3,allocated_amount_month_lag3,allocation_count_month_lag3,allocation_program_diversity_month_lag3,capacity_utilization_ratio_lag3,allocated_amount_education_month_lag3,allocated_amount_maintenance_month_lag3,allocated_amount_operations_month_lag3,allocated_amount_outreach_month_lag3,allocated_amount_transport_month_lag3,allocated_amount_wellbeing_month_lag3,active_residents_rolling_mean_3,process_recording_count_rolling_mean_3,home_visitation_count_rolling_mean_3,incident_count_rolling_mean_3,allocated_amount_month_rolling_mean_3,capacity_utilization_ratio_rolling_mean_3,active_residents_rolling_mean_6,process_recording_count_rolling_mean_6,home_visitation_count_rolling_mean_6,incident_count_rolling_mean_6,allocated_amount_month_rolling_mean_6,capacity_utilization_ratio_rolling_mean_6,next_active_residents,next_process_recording_count,next_home_visitation_count,next_incident_count,next_capacity_utilization_ratio,future_window_complete_1m,label_capacity_pressure_next_month,label_next_active_residents
7,2023-03-01,2023-03-31,8,,,0,0,0,SH07,Lighthouse Safehouse 7,Visayas,Bacolod,Active,2022-09-28,12,4,695.6,1.0,1.0,0.0,0.0,0.0,695.6,0.0,0.0,6,0.6666666666666666,4,8.0,,,0.0,0.0,0.0,713.1400000000001,2.0,2.0,0.6666666666666666,694.07,0.0,0.0,0.0,19.07,0.0,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,356.57000000000005,0.6666666666666666,8.0,0.0,0.0,0.0,356.57000000000005,0.6666666666666666,8.0,2.0,1.0,0.0,0.6666666666666666,True,False,8.0
8,2023-03-01,2023-03-31,6,70.6,3.1,4,1,0,SH08,Lighthouse Safehouse 8,Visayas,Tacloban,Active,2022-11-12,9,7,959.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,959.0,4,0.6666666666666666,3,6.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,0.0,0.0,0.0,351.13,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,351.13,0.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,175.565,0.6666666666666666,6.0,0.0,0.0,0.0,175.565,0.6666666666666666,6.0,2.0,3.0,0.0,0.6666666666666666,True,False,6.0
4,2023-03-01,2023-03-31,8,53.8,3.44,1,0,0,SH04,Lighthouse Safehouse 4,Visayas,Iloilo City,Active,2022-05-16,12,4,1685.7,4.0,3.0,15.87,387.31,1282.52,0.0,0.0,0.0,10,0.6666666666666666,4,8.0,45.9,3.17,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,33.9,3.03,4.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8.0,3.0,0.0,0.0,0.0,0.6666666666666666,8.0,3.0,0.0,0.0,0.0,0.6666666666666666,8.0,1.0,0.0,0.0,0.6666666666666666,True,False,8.0
2,2023-03-01,2023-03-31,8,59.1,3.15,3,4,0,SH02,Lighthouse Safehouse 2,Visayas,Cebu City,Active,2022-02-15,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.8,2,8.0,43.6,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,0.0,0.0,0.0,962.1,2.0,2.0,0.8,345.68,0.0,0.0,616.42,0.0,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,481.05,0.8,8.0,0.0,0.0,0.0,481.05,0.8,8.0,0.0,1.0,0.0,0.8,True,False,8.0
1,2023-03-01,2023-03-31,10,56.3,3.03,1,0,0,SH01,Lighthouse Safehouse 1,Luzon,Quezon City,Active,2022-01-01,8,4,990.48,2.0,1.0,0.0,0.0,990.48,0.0,0.0,0.0,14,1.25,-2,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,1.25,10.0,0.0,0.0,0.0,0.0,1.25,10.0,5.0,4.0,1.0,1.25,True,True,10.0
5,2023-03-01,2023-03-31,6,50.5,3.11,7,2,0,SH05,Lighthouse Safehouse 5,Luzon,Baguio City,Active,2022-06-30,11,4,3448.91,5.0,3.0,1282.52,0.0,305.93,0.0,1860.46,0.0,9,0.5454545454545454,5,6.0,50.0,3.12,0.0,0.0,0.0,8.52,2.0,1.0,0.5454545454545454,0.0,0.0,8.52,0.0,0.0,0.0,6.0,,,0.0,0.0,0.0,179.13,2.0,2.0,0.5454545454545454,0.0,9.67,169.46,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,93.825,0.5454545454545454,6.0,0.0,0.0,0.0,93.825,0.5454545454545454,6.0,4.0,3.0,0.0,0.5454545454545454,True,False,6.0
5,2023-04-01,2023-04-30,6,72.1,3.26,4,3,0,SH05,Lighthouse Safehouse 5,Luzon,Baguio City,Active,2022-06-30,11,4,7.2,2.0,2.0,3.05,0.0,0.0,0.0,4.15,0.0,10,0.5454545454545454,5,6.0,50.5,3.11,7.0,2.0,0.0,3448.91,5.0,3.0,0.5454545454545454,1282.52,0.0,305.93,0.0,1860.46,0.0,6.0,50.0,3.12,0.0,0.0,0.0,8.52,2.0,1.0,0.5454545454545454,0.0,0.0,8.52,0.0,0.0,0.0,6.0,,,0.0,0.0,0.0,179.13,2.0,2.0,0.5454545454545454,0.0,9.67,169.46,0.0,0.0,0.0,6.0,2.333333333333333,0.6666666666666666,0.0,1212.1866666666667,0.5454545454545454,6.0,2.333333333333333,0.6666666666666666,0.0,1212.1866666666667,0.5454545454545454,6.0,2.0,1.0,0.0,0.5454545454545454,True,False,6.0
3,2023-04-01,2023-04-30,7,86.85,3.33,5,2,0,SH03,Lighthouse Safehouse 3,Mindanao,Davao City,Active,2022-04-01,9,4,1677.73,1.0,1.0,0.0,1677.73,0.0,0.0,0.0,0.0,12,0.7777777777777778,2,7.0,73.1,3.16,1.0,3.0,0.0,1511.6799999999998,2.0,2.0,0.7777777777777778,675.17,0.0,836.51,0.0,0.0,0.0,7.0,64.7,3.04,0.0,1.0,0.0,261.39,2.0,1.0,0.7777777777777778,261.39,0.0,0.0,0.0,0.0,0.0,7.0,,,0.0,0.0,0.0,169.46,1.0,1.0,0.7777777777777778,169.46,0.0,0.0,0.0,0.0,0.0,7.0,0.3333333333333333,1.3333333333333333,0.0,647.5099999999999,0.7777777777777778,7.0,0.3333333333333333,1.3333333333333333,0.0,647.5099999999999,0.7777777777777778,7.0,6.0,1.0,0.0,0.7777777777777778,True,False,7.0
2,2023-04-01,2023-04-30,8,75.4,3.12,0,1,0,SH02,Lighthouse Safehouse 2,Visayas,Cebu City,Active,2022-02-15,10,5,1743.1,2.0,1.0,0.0,0.0,1743.1,0.0,0.0,0.0,14,0.8,2,8.0,59.1,3.15,3.0,4.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,43.6,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,0.0,0.0,0.0,962.1,2.0,2.0,0.8,345.68,0.0,0.0,616.42,0.0,0.0,8.0,1.0,1.3333333333333333,0.0,320.7,0.8,8.0,1.0,1.3333333333333333,0.0,320.7,0.8,8.0,1.0,2.0,0.0,0.8,True,False,8.0
4,2023-04-01,2023-04-30,8,74.8,3.52,1,0,0,SH04,Lighthouse Safehouse 4,Visayas,Iloilo City,Active,2022-05-16,12,4,1356.37,3.0,3.0,452.5,0.0,603.87,300.0,0.0,0.0,11,0.6666666666666666,4,8.0,53.8,3.44,1.0,0.0,0.0,1685.7,4.0,3.0,0.6666666666666666,15.87,387.31,1282.52,0.0,0.0,0.0,8.0,45.9,3.17,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,33.9,3.03,4.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.333333333333333,0.0,0.0,561.9,0.6666666666666666,8.0,2.333333333333333,0.0,0.0,561.9,0.6666666666666666,8.0,2.0,2.0,0.0,0.6666666666666666,True,False,8.0
9,2023-04-01,2023-04-30,2,,,0,0,0,SH09,Lighthouse Safehouse 9,Mindanao,General Santos,Active,2022-12-27,6,3,127.43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,127.43,4,0.3333333333333333,4,2.0,,,0.0,0.0,0.0,689.83,2.0,1.0,0.3333333333333333,0.0,0.0,689.83,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,728.7,1.0,1.0,0.3333333333333333,728.7,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,329.02,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,329.02,2.0,0.0,0.0,0.0,582.5166666666668,0.3333333333333333,2.0,0.0,0.0,0.0,582.5166666666668,0.3333333333333333,2.0,0.0,0.0,0.0,0.3333333333333333,True,False,2.0
7,2023-04-01,2023-04-30,8,46.6,3.05,2,1,0,SH07,Lighthouse Safehouse 7,Visayas,Bacolod,Active,2022-09-28,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6666666666666666,4,8.0,,,0.0,0.0,0.0,695.6,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,695.6,0.0,0.0,8.0,,,0.0,0.0,0.0,713.1400000000001,2.0,2.0,0.6666666666666666,694.07,0.0,0.0,0.0,19.07,0.0,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,469.5800000000001,0.6666666666666666,8.0,0.0,0.0,0.0,469.5800000000001,0.6666666666666666,8.0,1.0,2.0,0.0,0.6666666666666666,True,False,8.0
8,2023-04-01,2023-04-30,6,76.4,3.04,2,3,0,SH08,Lighthouse Safehouse 8,Visayas,Tacloban,Active,2022-11-12,9,7,196.04,1.0,1.0,0.0,0.0,0.0,196.04,0.0,0.0,5,0.6666666666666666,3,6.0,70.6,3.1,4.0,1.0,0.0,959.0,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,959.0,6.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,0.0,0.0,0.0,351.13,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,351.13,0.0,6.0,1.3333333333333333,0.3333333333333333,0.0,436.71,0.6666666666666666,6.0,1.3333333333333333,0.3333333333333333,0.0,436.71,0.6666666666666666,6.0,3.0,0.0,0.0,0.6666666666666666,True,False,6.0
1,2023-04-01,2023-04-30,10,51.9,3.07,5,4,1,SH01,Lighthouse Safehouse 1,Luzon,Quezon City,Active,2022-01-01,8,4,794.27,2.0,1.0,0.0,0.0,794.27,0.0,0.0,0.0,15,1.25,-2,10.0,56.3,3.03,1.0,0.0,0.0,990.48,2.0,1.0,1.25,0.0,0.0,990.48,0.0,0.0,0.0,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3333333333333333,0.0,0.0,330.16,1.25,10.0,0.3333333333333333,0.0,0.0,330.16,1.25,10.0,0.0,2.0,0.0,1.25,True,True,10.0
6,2023-04-01,2023-04-30,5,,,0,0,0,SH06,Lighthouse Safehouse 6,Mindanao,Cagayan de Oro,Active,2022-08-14,8,5,848.48,2.0,2.0,341.77,0.0,0.0,0.0,0.0,506.71,8,0.625,3,5.0,,,0.0,0.0,0.0,840.55,3.0,2.0,0.625,0.0,0.0,2.66,0.0,0.0,837.89,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,0.0,0.0,0.0,962.55,2.0,2.0,0.625,0.0,349.66,0.0,0.0,0.0,612.89,5.0,0.0,0.0,0.0,601.0333333333333,0.625,5.0,0.0,0.0,0.0,601.0333333333333,0.625,5.0,1.0,1.0,0.0,0.625,True,False,5.0
