post_id,platform,created_at,post_month,day_of_week,post_hour,post_type,media_type,num_hashtags,mentions_count,has_call_to_action,call_to_action_type,content_topic,sentiment_tone,caption_length,features_resident_story,campaign_name,is_boosted,boost_budget_php,impressions,reach,likes,comments,shares,saves,click_throughs,video_views,engagement_rate,profile_visits,follower_count_at_post,watch_time_seconds,avg_view_duration_seconds,subscriber_count_at_post,forwards,engagement_total,engagement_per_1k_reach,click_through_rate,profile_visit_rate,donation_referrals_per_100_clicks,estimated_donation_value_per_click,estimated_donation_value_per_1k_reach,boost_budget_per_1k_impressions,is_video_or_reel,has_campaign_link,is_weekend_post,days_since_previous_post_on_platform,follower_count_delta,donation_referrals,estimated_donation_value_php,label_donation_referral_positive,label_estimated_donation_value_php
657,WhatsApp,2023-01-25 04:31:00,2023-01-01,Wednesday,4,FundraisingAppeal,Video,0,0,True,SignUp,Education,Emotional,157,False,,False,0.0,618,371,15,5,2,1,19,529.0,0.043,3,1543,0.0,0.0,0.0,5.0,23,61.99460916442049,0.0512129380053908,0.0080862533692722,0.0,0.0,0.0,0.0,True,False,False,5.376388888888889,0.0,0,0.0,0,0.0
714,Twitter,2023-01-27 22:40:00,2023-01-01,Friday,22,Campaign,Video,2,0,True,SignUp,Education,Celebratory,158,False,,False,0.0,2763,2079,266,63,22,19,95,2604.0,0.1018,79,1228,0.0,0.0,0.0,0.0,370,177.97017797017796,0.0456950456950457,0.037999037999038,2.1052631578947367,38.42957894736842,1756.041366041366,0.0,True,False,False,7.54375,0.0,2,3650.81,1,3650.81
157,Instagram,2023-01-28 02:19:00,2023-01-01,Saturday,2,EducationalContent,Carousel,1,0,False,,DonorImpact,Informative,171,False,,False,0.0,1089,770,8,2,1,1,8,0.0,0.0173,3,1782,0.0,0.0,0.0,0.0,12,15.584415584415584,0.0103896103896103,0.0038961038961038,0.0,0.0,0.0,0.0,False,False,True,3.53125,0.0,0,0.0,0,0.0
733,Twitter,2023-01-31 01:44:00,2023-01-01,Tuesday,1,ImpactStory,Video,2,1,False,,Gratitude,Grateful,209,True,,False,0.0,2460,1590,32,7,16,2,22,3098.0,0.0224,8,1228,0.0,0.0,0.0,0.0,57,35.84905660377358,0.0138364779874213,0.0050314465408805,4.545454545454546,201.41909090909093,2786.930817610063,0.0,True,False,False,3.1277777777777778,0.0,1,4431.22,1,4431.22
324,Instagram,2023-01-31 18:27:00,2023-01-01,Tuesday,18,Campaign,Reel,1,0,True,ShareStory,Education,Hopeful,156,False,,False,0.0,2588,1446,137,15,19,12,57,1507.0,0.1004,24,1782,0.0,0.0,0.0,0.0,183,126.55601659751038,0.0394190871369294,0.0165975103734439,1.7543859649122806,36.982280701754384,1457.807745504841,0.0,True,False,False,3.672222222222222,0.0,1,2107.99,1,2107.99
808,Twitter,2023-02-01 06:33:00,2023-02-01,Wednesday,6,FundraisingAppeal,Carousel,2,1,True,DonateNow,Health,Hopeful,136,False,,False,0.0,3448,1971,111,28,19,15,84,0.0,0.0642,28,1228,0.0,0.0,0.0,0.0,173,87.77270421106037,0.0426179604261796,0.0142059868087265,2.380952380952381,31.874761904761904,1358.43734145104,0.0,False,False,False,1.2006944444444445,0.0,2,2677.48,1,2677.48
297,LinkedIn,2023-02-07 09:31:00,2023-02-01,Tuesday,9,EducationalContent,Text,2,0,True,DonateNow,AwarenessRaising,Grateful,159,False,,False,0.0,2525,1507,121,23,27,11,68,0.0,0.1185,38,463,0.0,0.0,0.0,0.0,182,120.7697412076974,0.0451227604512276,0.0252156602521566,0.0,0.0,0.0,0.0,False,False,False,29.97013888888889,6.0,0,0.0,0,0.0
115,TikTok,2023-02-08 19:23:00,2023-02-01,Wednesday,19,Campaign,Reel,3,0,True,DonateNow,DonorImpact,Emotional,140,False,,False,0.0,3484,2480,472,185,127,47,95,3338.0,0.2343,260,916,0.0,0.0,0.0,0.0,831,335.0806451612903,0.0383064516129032,0.1048387096774193,9.473684210526317,300.54200000000003,11512.69758064516,0.0,True,False,False,30.141666666666666,0.0,9,28551.49,1,28551.49
16,Facebook,2023-02-09 00:52:00,2023-02-01,Thursday,0,EducationalContent,Photo,2,2,True,SignUp,Reintegration,Grateful,120,False,,False,0.0,1492,1099,29,10,5,2,52,0.0,0.0298,11,1370,0.0,0.0,0.0,0.0,46,41.856232939035486,0.0473157415832575,0.0100090991810737,0.0,0.0,0.0,0.0,False,False,False,22.477083333333333,-1119.0,0,0.0,0,0.0
523,WhatsApp,2023-02-09 04:28:00,2023-02-01,Thursday,4,FundraisingAppeal,Text,0,1,True,LearnMore,AwarenessRaising,Informative,143,False,,False,0.0,414,270,5,1,1,0,10,0.0,0.0244,1,1543,0.0,0.0,0.0,2.0,7,25.925925925925927,0.037037037037037,0.0037037037037037,0.0,0.0,0.0,0.0,False,False,False,14.997916666666669,0.0,0,0.0,0,0.0
292,YouTube,2023-02-14 16:41:00,2023-02-01,Tuesday,16,ImpactStory,Video,3,0,False,,Reintegration,Celebratory,125,True,,False,0.0,28714,20000,2202,613,1206,209,387,17492.0,0.1451,947,620,297364.0,17.0,211.0,0.0,4230,211.5,0.01935,0.04735,50.90439276485788,2070.889509043928,40071.712,0.0,True,False,False,25.92013888888889,48.0,197,801434.24,1,801434.24
135,WhatsApp,2023-02-14 21:48:00,2023-02-01,Tuesday,21,Campaign,Photo,0,1,True,LearnMore,Education,Informative,136,False,,True,3131.09,8697,5390,448,70,64,45,277,0.0,0.0891,141,1517,0.0,0.0,0.0,121.0,627,116.3265306122449,0.0513914656771799,0.0261595547309833,5.054151624548736,298.99682310469314,15365.884972170688,360.0195469702196,False,False,False,5.722222222222222,-26.0,14,82822.12,1,82822.12
296,Instagram,2023-02-18 14:30:00,2023-02-01,Saturday,14,ImpactStory,Video,3,2,False,,Education,Celebratory,153,True,,False,0.0,3367,2367,405,106,131,24,40,2830.0,0.1535,153,1782,0.0,0.0,0.0,0.0,666,281.3688212927757,0.0168990283058724,0.0646387832699619,40.0,523.7270000000001,8850.477397549641,0.0,True,False,True,17.835416666666667,0.0,16,20949.08,1,20949.08
794,LinkedIn,2023-02-20 15:15:00,2023-02-01,Monday,15,EventPromotion,Photo,3,1,False,,EventRecap,Grateful,118,False,,False,0.0,1219,719,22,8,3,2,11,0.0,0.0425,11,496,0.0,0.0,0.0,0.0,35,48.67872044506259,0.015299026425591,0.015299026425591,0.0,0.0,0.0,0.0,False,False,False,13.238888888888887,33.0,0,0.0,0,0.0
207,LinkedIn,2023-02-21 00:01:00,2023-02-01,Tuesday,0,Campaign,Text,3,0,True,ShareStory,Gratitude,Informative,170,False,,False,0.0,439,331,5,1,0,0,14,0.0,0.0179,1,463,0.0,0.0,0.0,0.0,6,18.12688821752266,0.0422960725075528,0.0030211480362537,0.0,0.0,0.0,0.0,False,False,False,0.3652777777777777,-33.0,0,0.0,0,0.0
689,Twitter,2023-02-21 08:40:00,2023-02-01,Tuesday,8,EducationalContent,Reel,2,0,False,,Reintegration,Grateful,147,False,,True,2101.53,35041,20000,1619,489,302,187,340,25628.0,0.1059,932,1228,0.0,0.0,0.0,0.0,2597,129.85,0.017,0.0466,1.1764705882352942,22.326470588235296,379.55,59.97345966153934,True,False,False,20.088194444444444,0.0,4,7591.0,1,7591.0
632,WhatsApp,2023-02-21 16:37:00,2023-02-01,Tuesday,16,ImpactStory,Photo,0,1,True,SignUp,Health,Emotional,130,True,,False,0.0,1000,758,77,10,33,5,39,0.0,0.1113,32,1543,0.0,0.0,0.0,90.0,125,164.90765171503958,0.0514511873350923,0.0422163588390501,43.58974358974359,892.5651282051282,45923.53562005277,0.0,False,False,False,6.784027777777778,26.0,17,34810.04,1,34810.04
154,Facebook,2023-02-23 10:40:00,2023-02-01,Thursday,10,EventPromotion,Carousel,2,0,True,ShareStory,Reintegration,Celebratory,136,False,,False,0.0,4014,2606,447,119,119,79,137,0.0,0.25,144,2423,0.0,0.0,0.0,0.0,764,293.1696085955487,0.0525709900230237,0.0552570990023023,0.7299270072992701,32.86262773722628,1727.6208749040677,0.0,False,False,False,14.408333333333331,1053.0,1,4502.18,1,4502.18
734,Instagram,2023-02-27 11:15:00,2023-02-01,Monday,11,ImpactStory,Carousel,2,0,False,,DonorImpact,Emotional,137,True,,False,0.0,8678,5247,603,95,264,96,55,0.0,0.13,281,1833,0.0,0.0,0.0,0.0,1058,201.63903182771108,0.010482180293501,0.053554412044978,87.27272727272727,3833.610363636364,40184.59500667048,0.0,False,False,False,8.864583333333334,51.0,48,210848.57,1,210848.57
46,Twitter,2023-02-27 12:51:00,2023-02-01,Monday,12,ThankYou,Text,3,0,True,SignUp,Education,Grateful,93,False,,False,0.0,1430,1032,46,6,8,4,59,0.0,0.0561,19,1041,0.0,0.0,0.0,0.0,64,62.01550387596899,0.0571705426356589,0.0184108527131782,0.0,0.0,0.0,0.0,False,False,False,6.174305555555556,-187.0,0,0.0,0,0.0
8,Instagram,2023-02-27 20:40:00,2023-02-01,Monday,20,EducationalContent,Carousel,1,0,False,,CampaignLaunch,Urgent,108,False,,False,0.0,3841,2262,207,83,79,35,30,0.0,0.1407,116,1267,0.0,0.0,0.0,0.0,404,178.6030061892131,0.013262599469496,0.0512820512820512,3.333333333333333,21.067666666666664,279.4120247568524,0.0,False,False,False,0.3923611111111111,-566.0,1,632.03,1,632.03
746,WhatsApp,2023-02-28 04:49:00,2023-02-01,Tuesday,4,Campaign,Text,0,0,True,DonateNow,Health,Celebratory,159,False,,False,0.0,239,169,3,0,0,0,7,0.0,0.0379,1,1543,0.0,0.0,0.0,0.0,3,17.75147928994083,0.0414201183431952,0.0059171597633136,0.0,0.0,0.0,0.0,False,False,False,6.508333333333334,0.0,0,0.0,0,0.0
525,Twitter,2023-02-28 22:56:00,2023-02-01,Tuesday,22,EventPromotion,Text,3,1,True,ShareStory,DonorImpact,Informative,119,False,,True,578.71,4077,2495,47,11,15,7,132,0.0,0.0339,15,1228,0.0,0.0,0.0,0.0,80,32.06412825651302,0.0529058116232464,0.0060120240480961,0.0,0.0,0.0,141.94505764042188,False,False,False,1.4201388888888888,187.0,0,0.0,0,0.0
210,Instagram,2023-03-01 16:59:00,2023-03-01,Wednesday,16,Campaign,Video,1,0,True,DonateNow,Reintegration,Informative,143,False,,False,0.0,2518,1656,37,13,7,7,83,2429.0,0.0431,15,1782,0.0,0.0,0.0,0.0,64,38.64734299516908,0.0501207729468599,0.0090579710144927,0.0,0.0,0.0,0.0,True,False,False,1.8465277777777775,515.0,0,0.0,0,0.0
436,Twitter,2023-03-03 02:24:00,2023-03-01,Friday,2,EducationalContent,Carousel,2,0,False,,SafehouseLife,Emotional,169,False,,True,3348.78,3367,2199,43,23,13,9,23,0.0,0.0322,12,1228,0.0,0.0,0.0,0.0,88,40.01819008640291,0.0104592996816734,0.0054570259208731,0.0,0.0,0.0,994.5886545886544,False,False,False,2.1444444444444444,0.0,0,0.0,0,0.0
655,Instagram,2023-03-05 16:52:00,2023-03-01,Sunday,16,Campaign,Carousel,2,0,True,SignUp,DonorImpact,Hopeful,142,False,,False,0.0,1600,991,50,23,11,11,32,0.0,0.0884,31,1833,0.0,0.0,0.0,0.0,95,95.8627648839556,0.0322906155398587,0.0312815338042381,0.0,0.0,0.0,0.0,False,False,True,3.995138888888889,51.0,0,0.0,0,0.0
482,Instagram,2023-03-07 00:25:00,2023-03-01,Tuesday,0,ImpactStory,Video,2,0,False,,Education,Grateful,152,True,,False,0.0,5055,2983,58,11,25,5,41,5370.0,0.0219,21,1816,0.0,0.0,0.0,0.0,99,33.18806570566544,0.0137445524639624,0.0070398927254441,7.317073170731708,113.07439024390244,1554.1568890378812,0.0,True,False,False,1.3145833333333334,-17.0,3,4636.05,1,4636.05
517,Instagram,2023-03-09 13:22:00,2023-03-01,Thursday,13,FundraisingAppeal,Photo,2,2,True,SignUp,SafehouseLife,Grateful,156,False,,False,0.0,6313,4535,521,135,94,53,243,0.0,0.14,280,1816,0.0,0.0,0.0,0.0,803,177.0672546857773,0.0535832414553473,0.0617420066152149,3.703703703703704,92.3179012345679,4946.692392502757,0.0,False,False,False,2.5395833333333333,0.0,9,22433.25,1,22433.25
711,LinkedIn,2023-03-09 14:34:00,2023-03-01,Thursday,14,EventPromotion,Video,0,0,False,,AwarenessRaising,Urgent,108,False,,True,4094.32,6942,4677,222,91,68,32,51,4774.0,0.0744,65,496,0.0,0.0,0.0,0.0,413,88.30446867650203,0.0109044259140474,0.0138977977335899,0.0,0.0,0.0,589.7896859694613,True,False,False,16.60625,33.0,0,0.0,0,0.0
610,Facebook,2023-03-09 23:45:00,2023-03-01,Thursday,23,EventPromotion,Text,1,2,True,ShareStory,EventRecap,Celebratory,123,False,,False,0.0,2773,1654,163,37,33,16,54,0.0,0.1114,66,2489,0.0,0.0,0.0,0.0,249,150.54413542926238,0.0326481257557436,0.0399032648125755,0.0,0.0,0.0,0.0,False,False,False,14.54513888888889,66.0,0,0.0,0,0.0
159,TikTok,2023-03-12 19:08:00,2023-03-01,Sunday,19,FundraisingAppeal,Carousel,2,1,True,SignUp,SafehouseLife,Celebratory,136,False,,True,2248.43,26615,20000,2915,934,714,551,1000,0.0,0.2052,1534,916,0.0,0.0,0.0,0.0,5114,255.7,0.05,0.0767,6.3,294.62266,14731.133,84.47980462145406,False,False,True,31.98958333333333,0.0,63,294622.66,1,294622.66
162,LinkedIn,2023-03-13 11:32:00,2023-03-01,Monday,11,ThankYou,Photo,3,0,False,,SafehouseLife,Informative,129,False,,True,2867.27,11331,6372,510,158,71,53,113,0.0,0.0952,235,463,0.0,0.0,0.0,0.0,792,124.29378531073446,0.0177338355304457,0.0368801004394224,0.0,0.0,0.0,253.04650957550083,False,False,False,3.873611111111111,-33.0,0,0.0,0,0.0
511,LinkedIn,2023-03-14 12:26:00,2023-03-01,Tuesday,12,ImpactStory,Text,1,3,False,,DonorImpact,Hopeful,209,True,,False,0.0,2992,1763,174,71,84,19,19,0.0,0.1288,60,496,0.0,0.0,0.0,0.0,348,197.3908111174135,0.0107770845150311,0.0340328984685195,100.0,8012.504210526316,86351.43505388542,0.0,False,False,False,1.0375,33.0,19,152237.58,1,152237.58
313,YouTube,2023-03-15 08:56:00,2023-03-01,Wednesday,8,EventPromotion,Video,3,0,True,LearnMore,SafehouseLife,Urgent,118,False,,False,0.0,2437,1724,86,24,29,12,78,1970.0,0.0822,37,620,92590.0,47.0,220.0,0.0,151,87.58700696055685,0.0452436194895591,0.0214617169373549,0.0,0.0,0.0,0.0,True,False,False,28.67708333333333,0.0,0,0.0,0,0.0
431,Instagram,2023-03-18 12:19:00,2023-03-01,Saturday,12,EducationalContent,Video,3,1,True,DonateNow,Education,Celebratory,142,False,,False,0.0,12083,9132,1860,389,325,156,331,10839.0,0.219,489,1796,0.0,0.0,0.0,0.0,2730,298.9487516425756,0.0362461673236968,0.0535479632063074,1.5105740181268883,23.953232628398798,868.2128777923784,0.0,True,False,True,8.95625,-20.0,5,7928.52,1,7928.52
182,YouTube,2023-03-20 19:24:00,2023-03-01,Monday,19,EducationalContent,Video,2,0,False,,DonorImpact,Informative,148,False,,True,1022.92,27849,18125,905,242,155,93,254,16232.0,0.0505,272,572,1217400.0,75.0,221.0,0.0,1395,76.96551724137932,0.0140137931034482,0.0150068965517241,0.7874015748031497,36.12106299212599,506.1931034482759,36.73094186505799,True,False,False,5.436111111111111,-48.0,2,9174.75,1,9174.75
70,Instagram,2023-03-21 09:50:00,2023-03-01,Tuesday,9,ImpactStory,Video,2,0,True,LearnMore,Gratitude,Informative,117,True,,False,0.0,10910,8272,194,64,162,31,261,12954.0,0.0426,154,1782,0.0,0.0,0.0,0.0,451,54.52127659574468,0.0315522243713733,0.0186170212765957,7.2796934865900385,152.57256704980844,4814.003868471954,0.0,True,False,False,2.8965277777777776,-14.0,19,39821.44,1,39821.44
401,Facebook,2023-03-21 20:37:00,2023-03-01,Tuesday,20,FundraisingAppeal,Video,4,1,True,SignUp,Reintegration,Hopeful,138,False,,False,0.0,3584,2500,219,108,67,25,88,3014.0,0.15,108,2479,0.0,0.0,0.0,0.0,419,167.6,0.0352,0.0432,9.090909090909092,180.2022727272727,6343.12,0.0,True,False,False,11.869444444444444,-10.0,8,15857.8,1,15857.8
621,Twitter,2023-03-24 10:35:00,2023-03-01,Friday,10,Campaign,Photo,0,3,True,DonateNow,Education,Urgent,175,False,,False,0.0,1029,712,108,31,19,8,23,0.0,0.1704,23,1228,0.0,0.0,0.0,0.0,166,233.14606741573036,0.0323033707865168,0.0323033707865168,8.695652173913043,139.38260869565218,4502.528089887641,0.0,False,False,False,21.340972222222224,0.0,2,3205.8,1,3205.8
373,YouTube,2023-03-25 12:38:00,2023-03-01,Saturday,12,EducationalContent,Video,1,0,False,,Health,Hopeful,141,False,,False,0.0,2805,1578,83,19,13,9,27,1826.0,0.0621,24,620,365200.0,200.0,222.0,0.0,124,78.58048162230672,0.0171102661596958,0.0152091254752851,0.0,0.0,0.0,0.0,True,False,True,4.718055555555556,48.0,0,0.0,0,0.0
477,Facebook,2023-03-28 19:51:00,2023-03-01,Tuesday,19,ImpactStory,Video,1,1,False,,Gratitude,Celebratory,147,True,,False,0.0,7073,4093,886,121,275,44,46,3708.0,0.1675,237,2479,0.0,0.0,0.0,0.0,1326,323.9677498167603,0.0112387002198876,0.0579037380894209,136.95652173913044,5728.123478260869,64376.66259467384,0.0,True,False,False,6.968055555555556,0.0,63,263493.68,1,263493.68
305,LinkedIn,2023-03-31 11:41:00,2023-03-01,Friday,11,Campaign,Video,1,0,True,ShareStory,Gratitude,Informative,178,False,,False,0.0,5612,3832,324,113,45,34,126,3820.0,0.094,89,463,0.0,0.0,0.0,0.0,516,134.6555323590814,0.0328810020876826,0.0232254697286012,3.968253968253968,126.22174603174604,4150.297494780793,0.0,True,False,False,16.96875,-33.0,5,15903.94,1,15903.94
116,YouTube,2023-03-31 14:35:00,2023-03-01,Friday,14,EventPromotion,Video,4,1,False,,SafehouseLife,Emotional,136,False,,False,0.0,6888,4128,527,142,138,67,44,5796.0,0.1753,318,572,1559124.0,269.0,224.0,0.0,874,211.7248062015504,0.0106589147286821,0.0770348837209302,4.545454545454546,42.69659090909091,455.0993217054264,0.0,True,False,False,6.08125,-48.0,2,1878.65,1,1878.65
323,WhatsApp,2023-03-31 19:59:00,2023-03-01,Friday,19,ImpactStory,Photo,0,0,False,,SafehouseLife,Hopeful,209,True,,False,0.0,3596,2704,350,102,173,33,45,0.0,0.1319,88,1522,0.0,0.0,0.0,339.0,658,243.34319526627215,0.0166420118343195,0.0325443786982248,211.11111111111111,8542.347333333333,142161.84541420118,0.0,False,False,False,31.631944444444443,-21.0,95,384405.63,1,384405.63
184,LinkedIn,2023-04-01 14:49:00,2023-04-01,Saturday,14,ThankYou,Video,2,1,False,,Reintegration,Urgent,120,False,,False,0.0,2550,1923,135,42,26,11,22,3145.0,0.0729,36,463,0.0,0.0,0.0,0.0,214,111.28445137805512,0.0114404576183047,0.0187207488299532,0.0,0.0,0.0,0.0,True,False,True,1.1305555555555555,0.0,0,0.0,0,0.0
337,Facebook,2023-04-02 16:34:00,2023-04-01,Sunday,16,EventPromotion,Photo,2,1,False,,AwarenessRaising,Hopeful,135,False,,True,291.32,2072,1335,56,18,12,6,21,0.0,0.0538,19,2479,0.0,0.0,0.0,0.0,92,68.91385767790263,0.0157303370786516,0.0142322097378277,0.0,0.0,0.0,140.5984555984556,False,False,True,4.863194444444445,0.0,0,0.0,0,0.0
688,Twitter,2023-04-03 08:27:00,2023-04-01,Monday,8,FundraisingAppeal,Photo,3,0,True,SignUp,DonorImpact,Informative,155,False,,True,3255.12,23207,14731,929,505,196,205,647,0.0,0.1222,462,1228,0.0,0.0,0.0,0.0,1835,124.56723915552236,0.0439209829611024,0.0313624329644966,5.873261205564142,192.98721792890265,8476.188310365895,140.2645753436463,False,False,False,9.911111111111111,0.0,38,124862.73,1,124862.73
17,Instagram,2023-04-04 01:41:00,2023-04-01,Tuesday,1,FundraisingAppeal,Photo,0,3,True,SignUp,Gratitude,Urgent,144,False,,False,0.0,295,186,3,1,1,0,6,0.0,0.0297,0,1267,0.0,0.0,0.0,0.0,5,26.881720430107528,0.032258064516129,0.0,0.0,0.0,0.0,0.0,False,False,False,13.660416666666666,-515.0,0,0.0,0,0.0
306,Instagram,2023-04-04 13:09:00,2023-04-01,Tuesday,13,Campaign,Video,3,0,True,ShareStory,CampaignLaunch,Urgent,172,False,Summer of Safety,False,0.0,6429,4058,701,263,227,79,171,4691.0,0.2058,200,1782,0.0,0.0,0.0,0.0,1270,312.9620502710695,0.0421389847215377,0.0492853622474125,9.941520467836256,243.6025730994152,10265.16510596353,0.0,True,True,False,0.4777777777777778,515.0,17,41656.04,1,41656.04
670,LinkedIn,2023-04-07 11:12:00,2023-04-01,Friday,11,ThankYou,Photo,3,3,True,ShareStory,CampaignLaunch,Emotional,75,False,Summer of Safety,False,0.0,1665,1163,100,33,35,13,47,0.0,0.1698,51,496,0.0,0.0,0.0,0.0,181,155.63198624247636,0.0404127257093723,0.0438521066208082,0.0,0.0,0.0,0.0,False,True,False,5.849305555555556,33.0,0,0.0,0,0.0
169,Instagram,2023-04-07 13:57:00,2023-04-01,Friday,13,ImpactStory,Carousel,2,0,True,SignUp,DonorImpact,Emotional,138,True,Summer of Safety,False,0.0,11975,6731,730,311,486,124,298,0.0,0.1771,525,1782,0.0,0.0,0.0,0.0,1651,245.2830188679245,0.0442727677908186,0.0779973258059723,48.65771812080537,2407.863422818792,106602.77819046204,0.0,False,True,False,3.033333333333333,0.0,145,717543.3,1,717543.3
