supporter_id,snapshot_month,created_at,supporter_type,relationship_type,region,country,status,acquisition_channel,donation_count_lifetime,monetary_donation_count_lifetime,non_monetary_donation_count_lifetime,recurring_donation_count_lifetime,total_monetary_amount_lifetime,total_resolved_value_lifetime,avg_monetary_amount_lifetime,donation_active_days_lifetime,donation_frequency_per_365d_lifetime,donation_recency_days,campaign_count_lifetime,channel_diversity_lifetime,donation_type_diversity_lifetime,social_referral_donation_count_lifetime,trailing_90d_donation_count,trailing_180d_donation_count,trailing_365d_donation_count,trailing_90d_total_resolved_value,trailing_180d_total_resolved_value,trailing_365d_total_resolved_value,trailing_365d_avg_monetary_amount,trailing_365d_recurring_donation_count,trailing_365d_social_referral_donation_count,trailing_365d_campaign_count,future_180d_donation_count,future_180d_recurring_donation_count,future_180d_total_resolved_value,observation_window_complete_180d,label_donor_upgrade_next_180d,label_recurring_conversion_next_180d,label_has_next_monetary_donation_180d,label_next_monetary_amount_180d
19,2023-02-01,2022-04-01,Volunteer,Local,Luzon,Philippines,Active,SocialMedia,1,1,0,0,349.66,349.66,349.66,0,365.0,46,0,1,1,0,1,1,1,349.66,349.66,349.66,349.66,0,0,0,1,0,4.15,True,0,False,False,
13,2023-02-01,2022-03-02,PartnerOrganization,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.39,0.0,0,365.0,18,0,1,1,0,1,1,1,11.39,11.39,11.39,0.0,0,0,0,0,0,0.0,True,0,False,False,
12,2023-02-01,2022-02-25,InKindDonor,PartnerOrganization,Mindanao,Philippines,Active,Website,1,0,1,0,0.0,19.07,0.0,0,365.0,4,0,1,1,0,1,1,1,19.07,19.07,19.07,0.0,0,0,0,2,0,2058.33,True,1,False,True,683.54
7,2023-02-01,2022-01-31,MonetaryDonor,International,Mindanao,USA,Active,Event,1,0,1,1,0.0,9.67,0.0,0,365.0,32,0,1,1,0,1,1,1,9.67,9.67,9.67,0.0,1,0,0,1,1,469.97,True,1,False,True,469.97
3,2023-02-01,2022-01-11,MonetaryDonor,Local,Luzon,Philippines,Active,SocialMedia,1,1,0,1,250.0,250.0,250.0,0,365.0,6,0,1,1,0,1,1,1,250.0,250.0,250.0,250.0,1,0,0,3,3,769.63,True,1,False,True,460.56
20,2023-02-01,2022-04-06,Volunteer,International,Luzon,Canada,Active,PartnerReferral,2,2,0,2,1815.15,1815.15,907.575,19,38.421052631578945,6,0,1,1,0,2,2,2,1815.15,1815.15,1815.15,907.575,2,0,0,5,5,4493.54,True,1,False,True,1350.34
29,2023-03-01,2022-05-21,Volunteer,PartnerOrganization,Luzon,Philippines,Active,Event,1,0,1,0,0.0,9.94,0.0,0,365.0,27,0,1,1,0,1,1,1,9.94,9.94,9.94,0.0,0,0,0,1,0,1000.5,True,1,False,True,1000.5
31,2023-03-01,2022-05-31,MonetaryDonor,Local,Mindanao,Philippines,Active,Website,2,2,0,2,1408.2,1408.2,704.1,19,38.421052631578945,11,0,2,1,1,2,2,2,1408.2,1408.2,1408.2,704.1,2,1,0,2,2,1625.6399999999999,True,1,False,True,1021.77
32,2023-03-01,2022-06-05,InKindDonor,Local,Luzon,Philippines,Active,Event,2,1,1,0,338.91,341.51000000000005,338.91,11,66.36363636363636,57,0,2,2,0,2,2,2,341.51000000000005,341.51000000000005,341.51000000000005,338.91,0,0,0,0,0,0.0,True,0,False,False,
36,2023-03-01,2022-06-25,SocialMediaAdvocate,PartnerOrganization,Mindanao,Philippines,Active,WordOfMouth,2,2,0,0,1517.63,1517.63,758.815,59,12.372881355932204,16,0,2,1,0,2,2,2,1517.63,1517.63,1517.63,758.815,0,0,0,2,0,1699.4,True,1,False,True,1677.73
37,2023-03-01,2022-06-30,InKindDonor,PartnerOrganization,Visayas,Philippines,Active,Website,1,0,1,0,0.0,5.92,0.0,0,365.0,57,0,1,1,0,1,1,1,5.92,5.92,5.92,0.0,0,0,0,1,0,502.9,True,1,False,True,502.9
54,2023-03-01,2022-09-23,SkillsContributor,Local,Visayas,Philippines,Inactive,Event,1,0,1,1,0.0,2.66,0.0,0,365.0,18,0,1,1,0,1,1,1,2.66,2.66,2.66,0.0,1,0,0,10,10,7391.670000000001,True,1,False,True,721.33
52,2023-03-01,2022-09-13,InKindDonor,International,Mindanao,USA,Inactive,Church,1,0,1,1,0.0,506.18,0.0,0,365.0,73,0,1,1,0,1,1,1,506.18,506.18,506.18,0.0,1,0,0,2,2,815.12,True,1,False,True,803.96
58,2023-03-01,2022-10-13,SocialMediaAdvocate,Local,Luzon,Philippines,Inactive,WordOfMouth,1,0,1,0,0.0,616.42,0.0,0,365.0,81,0,1,1,0,1,1,1,616.42,616.42,616.42,0.0,0,0,0,0,0,0.0,True,0,False,False,
59,2023-03-01,2022-10-18,SocialMediaAdvocate,Local,Luzon,Philippines,Inactive,WordOfMouth,1,1,0,0,695.6,695.6,695.6,0,365.0,23,0,1,1,1,1,1,1,695.6,695.6,695.6,695.6,0,1,0,0,0,0.0,True,0,False,False,
27,2023-03-01,2022-05-11,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,1,0,1,0,0.0,5.45,0.0,0,365.0,74,0,1,1,0,1,1,1,5.45,5.45,5.45,0.0,0,0,0,0,0,0.0,True,0,False,False,
38,2023-03-01,2022-07-05,PartnerOrganization,PartnerOrganization,Mindanao,Philippines,Active,WordOfMouth,2,0,2,2,0.0,1066.55,0.0,59,12.372881355932204,21,0,2,1,0,2,2,2,1066.55,1066.55,1066.55,0.0,2,0,0,1,1,1757.44,True,1,False,True,1757.44
20,2023-03-01,2022-04-06,Volunteer,International,Luzon,Canada,Active,PartnerReferral,4,4,0,4,3702.31,3702.31,925.5775,55,26.545454545454547,1,0,2,1,0,4,4,4,3702.31,3702.31,3702.31,925.5775,4,0,0,3,3,2606.38,True,0,False,False,
56,2023-03-01,2022-10-03,SkillsContributor,International,Luzon,USA,Inactive,Church,1,0,1,0,0.0,300.0,0.0,0,365.0,2,0,1,1,0,1,1,1,300.0,300.0,300.0,0.0,0,0,0,0,0,0.0,True,0,False,False,
13,2023-03-01,2022-03-02,PartnerOrganization,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.39,0.0,0,365.0,49,0,1,1,0,1,1,1,11.39,11.39,11.39,0.0,0,0,0,0,0,0.0,True,0,False,False,
19,2023-03-01,2022-04-01,Volunteer,Local,Luzon,Philippines,Active,SocialMedia,1,1,0,0,349.66,349.66,349.66,0,365.0,77,0,1,1,0,1,1,1,349.66,349.66,349.66,349.66,0,0,0,1,0,4.15,True,0,False,False,
1,2023-03-01,2022-01-01,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,1,1,0,1,774.61,774.61,774.61,0,365.0,6,0,1,1,1,1,1,1,774.61,774.61,774.61,774.61,1,1,0,4,4,1590.05,True,1,False,True,663.94
2,2023-03-01,2022-01-06,Volunteer,Local,Mindanao,Philippines,Active,SocialMedia,1,1,0,0,2565.03,2565.03,2565.03,0,365.0,23,0,1,1,0,1,1,1,2565.03,2565.03,2565.03,2565.03,0,0,0,2,0,939.39,True,0,False,True,915.05
4,2023-03-01,2022-01-16,MonetaryDonor,PartnerOrganization,Mindanao,Philippines,Active,Church,1,0,1,1,0.0,439.51,0.0,0,365.0,16,0,1,1,1,1,1,1,439.51,439.51,439.51,0.0,1,1,0,0,0,0.0,True,0,False,False,
6,2023-03-01,2022-01-26,MonetaryDonor,International,Visayas,USA,Active,WordOfMouth,1,0,1,0,0.0,11.87,0.0,0,365.0,9,0,1,1,0,1,1,1,11.87,11.87,11.87,0.0,0,0,0,2,0,1434.7399999999998,True,1,False,True,395.88
3,2023-03-01,2022-01-11,MonetaryDonor,Local,Luzon,Philippines,Active,SocialMedia,1,1,0,1,250.0,250.0,250.0,0,365.0,37,0,1,1,0,1,1,1,250.0,250.0,250.0,250.0,1,0,0,3,3,769.63,True,1,False,True,460.56
8,2023-03-01,2022-02-05,InKindDonor,Local,Mindanao,Philippines,Active,Church,1,1,0,1,1420.95,1420.95,1420.95,0,365.0,9,0,1,1,1,1,1,1,1420.95,1420.95,1420.95,1420.95,1,1,0,1,1,538.65,True,0,False,True,538.65
9,2023-03-01,2022-02-10,Volunteer,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.61,0.0,0,365.0,13,0,1,1,1,1,1,1,11.61,11.61,11.61,0.0,0,1,0,0,0,0.0,True,0,False,False,
11,2023-03-01,2022-02-20,MonetaryDonor,International,Luzon,USA,Active,SocialMedia,1,0,1,0,0.0,386.1,0.0,0,365.0,13,0,1,1,1,1,1,1,386.1,386.1,386.1,0.0,0,1,0,0,0,0.0,True,0,False,False,
12,2023-03-01,2022-02-25,InKindDonor,PartnerOrganization,Mindanao,Philippines,Active,Website,1,0,1,0,0.0,19.07,0.0,0,365.0,35,0,1,1,0,1,1,1,19.07,19.07,19.07,0.0,0,0,0,2,0,2058.33,True,1,False,True,683.54
7,2023-03-01,2022-01-31,MonetaryDonor,International,Mindanao,USA,Active,Event,1,0,1,1,0.0,9.67,0.0,0,365.0,63,0,1,1,0,1,1,1,9.67,9.67,9.67,0.0,1,0,0,1,1,469.97,True,1,False,True,469.97
37,2023-04-01,2022-06-30,InKindDonor,PartnerOrganization,Visayas,Philippines,Active,Website,1,0,1,0,0.0,5.92,0.0,0,365.0,87,0,1,1,0,1,1,1,5.92,5.92,5.92,0.0,0,0,0,1,0,502.9,True,1,False,True,502.9
31,2023-04-01,2022-05-31,MonetaryDonor,Local,Mindanao,Philippines,Active,Website,4,3,1,4,2429.9700000000003,3033.8399999999997,809.9900000000001,54,27.037037037037038,6,1,3,2,1,4,4,4,3033.8399999999997,3033.8399999999997,3033.8399999999997,809.9900000000001,4,1,1,1,1,531.11,True,0,False,False,
32,2023-04-01,2022-06-05,InKindDonor,Local,Luzon,Philippines,Active,Event,2,1,1,0,338.91,341.51000000000005,338.91,11,66.36363636363636,87,0,2,2,0,1,2,2,2.6,341.51000000000005,341.51000000000005,338.91,0,0,0,0,0,0.0,True,0,False,False,
36,2023-04-01,2022-06-25,SocialMediaAdvocate,PartnerOrganization,Mindanao,Philippines,Active,WordOfMouth,3,3,0,0,3195.36,3195.36,1065.1200000000001,91,12.032967032967033,14,1,3,1,0,2,3,3,2504.01,3195.36,3195.36,1065.1200000000001,0,0,1,1,0,21.67,True,0,False,False,
38,2023-04-01,2022-07-05,PartnerOrganization,PartnerOrganization,Mindanao,Philippines,Active,WordOfMouth,2,0,2,2,0.0,1066.55,0.0,59,12.372881355932204,51,0,2,1,0,1,2,2,453.66,1066.55,1066.55,0.0,2,0,0,1,1,1757.44,True,1,False,True,1757.44
59,2023-04-01,2022-10-18,SocialMediaAdvocate,Local,Luzon,Philippines,Inactive,WordOfMouth,1,1,0,0,695.6,695.6,695.6,0,365.0,53,0,1,1,1,1,1,1,695.6,695.6,695.6,695.6,0,1,0,0,0,0.0,True,0,False,False,
52,2023-04-01,2022-09-13,InKindDonor,International,Mindanao,USA,Inactive,Church,1,0,1,1,0.0,506.18,0.0,0,365.0,103,0,1,1,0,0,1,1,0.0,506.18,506.18,0.0,1,0,0,2,2,815.12,True,1,False,True,803.96
54,2023-04-01,2022-09-23,SkillsContributor,Local,Visayas,Philippines,Inactive,Event,4,1,3,4,721.33,1233.75,721.33,45,32.44444444444444,3,1,3,3,0,4,4,4,1233.75,1233.75,1233.75,721.33,4,0,1,7,7,6160.580000000001,True,1,False,True,789.3
56,2023-04-01,2022-10-03,SkillsContributor,International,Luzon,USA,Inactive,Church,1,0,1,0,0.0,300.0,0.0,0,365.0,32,0,1,1,0,1,1,1,300.0,300.0,300.0,0.0,0,0,0,0,0,0.0,True,0,False,False,
58,2023-04-01,2022-10-13,SocialMediaAdvocate,Local,Luzon,Philippines,Inactive,WordOfMouth,1,0,1,0,0.0,616.42,0.0,0,365.0,111,0,1,1,0,0,1,1,0.0,616.42,616.42,0.0,0,0,0,0,0,0.0,True,0,False,False,
60,2023-04-01,2022-10-23,InKindDonor,Local,Visayas,Philippines,Inactive,Website,1,1,0,1,905.01,905.01,905.01,0,365.0,18,0,1,1,0,1,1,1,905.01,905.01,905.01,905.01,1,0,0,2,2,624.1,True,0,False,True,374.1
45,2023-04-01,2022-08-09,MonetaryDonor,Local,Luzon,Philippines,Active,SocialMedia,1,1,0,1,392.09,392.09,392.09,0,365.0,21,1,1,1,0,1,1,1,392.09,392.09,392.09,392.09,1,0,1,3,3,1293.2,True,1,False,True,325.06
27,2023-04-01,2022-05-11,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,1,0,1,0,0.0,5.45,0.0,0,365.0,104,0,1,1,0,0,1,1,0.0,5.45,5.45,0.0,0,0,0,1,0,583.43,True,1,False,False,
29,2023-04-01,2022-05-21,Volunteer,PartnerOrganization,Luzon,Philippines,Active,Event,1,0,1,0,0.0,9.94,0.0,0,365.0,57,0,1,1,0,1,1,1,9.94,9.94,9.94,0.0,0,0,0,1,0,1000.5,True,1,False,True,1000.5
19,2023-04-01,2022-04-01,Volunteer,Local,Luzon,Philippines,Active,SocialMedia,2,1,1,0,349.66,353.81,349.66,100,7.3,7,1,2,2,0,1,2,2,4.15,353.81,353.81,349.66,0,0,1,0,0,0.0,True,0,False,False,
20,2023-04-01,2022-04-06,Volunteer,International,Luzon,Canada,Active,PartnerReferral,4,4,0,4,3702.31,3702.31,925.5775,55,26.545454545454547,31,0,2,1,0,4,4,4,3702.31,3702.31,3702.31,925.5775,4,0,0,3,3,2606.38,True,0,False,False,
1,2023-04-01,2022-01-01,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,1,1,0,1,774.61,774.61,774.61,0,365.0,36,0,1,1,1,1,1,1,774.61,774.61,774.61,774.61,1,1,0,4,4,1590.05,True,1,False,True,663.94
2,2023-04-01,2022-01-06,Volunteer,Local,Mindanao,Philippines,Active,SocialMedia,1,1,0,0,2565.03,2565.03,2565.03,0,365.0,53,0,1,1,0,1,1,1,2565.03,2565.03,2565.03,2565.03,0,0,0,2,0,939.39,True,0,False,True,915.05
4,2023-04-01,2022-01-16,MonetaryDonor,PartnerOrganization,Mindanao,Philippines,Active,Church,1,0,1,1,0.0,439.51,0.0,0,365.0,46,0,1,1,1,1,1,1,439.51,439.51,439.51,0.0,1,1,0,0,0,0.0,True,0,False,False,
6,2023-04-01,2022-01-26,MonetaryDonor,International,Visayas,USA,Active,WordOfMouth,1,0,1,0,0.0,11.87,0.0,0,365.0,39,0,1,1,0,1,1,1,11.87,11.87,11.87,0.0,0,0,0,2,0,1434.7399999999998,True,1,False,True,395.88
3,2023-04-01,2022-01-11,MonetaryDonor,Local,Luzon,Philippines,Active,SocialMedia,2,1,1,2,250.0,550.0,250.0,46,15.869565217391305,21,0,2,2,0,2,2,2,550.0,550.0,550.0,250.0,2,0,0,2,2,469.63,True,0,False,True,460.56
8,2023-04-01,2022-02-05,InKindDonor,Local,Mindanao,Philippines,Active,Church,1,1,0,1,1420.95,1420.95,1420.95,0,365.0,39,0,1,1,1,1,1,1,1420.95,1420.95,1420.95,1420.95,1,1,0,1,1,538.65,True,0,False,True,538.65
9,2023-04-01,2022-02-10,Volunteer,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.61,0.0,0,365.0,43,0,1,1,1,1,1,1,11.61,11.61,11.61,0.0,0,1,0,0,0,0.0,True,0,False,False,
11,2023-04-01,2022-02-20,MonetaryDonor,International,Luzon,USA,Active,SocialMedia,1,0,1,0,0.0,386.1,0.0,0,365.0,43,0,1,1,1,1,1,1,386.1,386.1,386.1,0.0,0,1,0,0,0,0.0,True,0,False,False,
12,2023-04-01,2022-02-25,InKindDonor,PartnerOrganization,Mindanao,Philippines,Active,Website,2,1,1,0,683.54,702.61,683.54,61,11.967213114754099,4,0,2,2,0,2,2,2,702.61,702.61,702.61,683.54,0,0,0,1,0,1374.79,True,1,False,True,1374.79
13,2023-04-01,2022-03-02,PartnerOrganization,Local,Luzon,Philippines,Active,PartnerReferral,1,0,1,0,0.0,11.39,0.0,0,365.0,79,0,1,1,0,1,1,1,11.39,11.39,11.39,0.0,0,0,0,0,0,0.0,True,0,False,False,
7,2023-04-01,2022-01-31,MonetaryDonor,International,Mindanao,USA,Active,Event,1,0,1,1,0.0,9.67,0.0,0,365.0,93,0,1,1,0,0,1,1,0.0,9.67,9.67,0.0,1,0,0,2,2,1296.9,True,1,False,True,469.97
38,2023-05-01,2022-07-05,PartnerOrganization,PartnerOrganization,Mindanao,Philippines,Active,WordOfMouth,3,1,2,3,1757.44,2823.99,1757.44,131,8.358778625954198,10,1,3,2,1,2,3,3,2211.1,2823.99,2823.99,1757.44,3,1,1,0,0,0.0,True,0,False,False,
31,2023-05-01,2022-05-31,MonetaryDonor,Local,Mindanao,Philippines,Active,Website,4,3,1,4,2429.9700000000003,3033.8399999999997,809.9900000000001,54,27.037037037037038,37,1,3,2,1,3,4,4,2197.33,3033.8399999999997,3033.8399999999997,809.9900000000001,4,1,1,1,1,531.11,True,0,False,False,
32,2023-05-01,2022-06-05,InKindDonor,Local,Luzon,Philippines,Active,Event,2,1,1,0,338.91,341.51000000000005,338.91,11,66.36363636363636,118,0,2,2,0,0,2,2,0.0,341.51000000000005,341.51000000000005,338.91,0,0,0,0,0,0.0,True,0,False,False,
36,2023-05-01,2022-06-25,SocialMediaAdvocate,PartnerOrganization,Mindanao,Philippines,Active,WordOfMouth,3,3,0,0,3195.36,3195.36,1065.1200000000001,91,12.032967032967033,45,1,3,1,0,2,3,3,2504.01,3195.36,3195.36,1065.1200000000001,0,0,1,1,0,21.67,True,0,False,False,
37,2023-05-01,2022-06-30,InKindDonor,PartnerOrganization,Visayas,Philippines,Active,Website,1,0,1,0,0.0,5.92,0.0,0,365.0,118,0,1,1,0,0,1,1,0.0,5.92,5.92,0.0,0,0,0,1,0,502.9,True,1,False,True,502.9
45,2023-05-01,2022-08-09,MonetaryDonor,Local,Luzon,Philippines,Active,SocialMedia,1,1,0,1,392.09,392.09,392.09,0,365.0,52,1,1,1,0,1,1,1,392.09,392.09,392.09,392.09,1,0,1,4,4,3025.65,True,1,False,True,325.06
60,2023-05-01,2022-10-23,InKindDonor,Local,Visayas,Philippines,Inactive,Website,1,1,0,1,905.01,905.01,905.01,0,365.0,49,0,1,1,0,1,1,1,905.01,905.01,905.01,905.01,1,0,0,2,2,624.1,True,0,False,True,374.1
52,2023-05-01,2022-09-13,InKindDonor,International,Mindanao,USA,Inactive,Church,2,0,2,2,0.0,517.34,0.0,121,6.033057851239669,13,0,2,2,0,1,2,2,11.16,517.34,517.34,0.0,2,0,0,1,1,803.96,True,1,False,True,803.96
55,2023-05-01,2022-09-28,MonetaryDonor,Local,Luzon,Philippines,Inactive,SocialMedia,1,0,1,0,0.0,10.09,0.0,0,365.0,21,0,1,1,1,1,1,1,10.09,10.09,10.09,0.0,0,1,0,1,0,5.23,True,0,False,False,
56,2023-05-01,2022-10-03,SkillsContributor,International,Luzon,USA,Inactive,Church,1,0,1,0,0.0,300.0,0.0,0,365.0,63,0,1,1,0,1,1,1,300.0,300.0,300.0,0.0,0,0,0,0,0,0.0,True,0,False,False,
58,2023-05-01,2022-10-13,SocialMediaAdvocate,Local,Luzon,Philippines,Inactive,WordOfMouth,1,0,1,0,0.0,616.42,0.0,0,365.0,142,0,1,1,0,0,1,1,0.0,616.42,616.42,0.0,0,0,0,1,0,4.01,True,0,False,False,
59,2023-05-01,2022-10-18,SocialMediaAdvocate,Local,Luzon,Philippines,Inactive,WordOfMouth,1,1,0,0,695.6,695.6,695.6,0,365.0,84,0,1,1,1,1,1,1,695.6,695.6,695.6,695.6,0,1,0,0,0,0.0,True,0,False,False,
29,2023-05-01,2022-05-21,Volunteer,PartnerOrganization,Luzon,Philippines,Active,Event,1,0,1,0,0.0,9.94,0.0,0,365.0,88,0,1,1,0,1,1,1,9.94,9.94,9.94,0.0,0,0,0,2,0,1300.5,True,1,False,True,1000.5
51,2023-05-01,2022-09-08,InKindDonor,Local,Luzon,Philippines,Inactive,WordOfMouth,1,1,0,0,1036.3,1036.3,1036.3,0,365.0,20,1,1,1,0,1,1,1,1036.3,1036.3,1036.3,1036.3,0,0,1,1,0,343.6,True,0,False,True,343.6
27,2023-05-01,2022-05-11,MonetaryDonor,Local,Visayas,Philippines,Active,WordOfMouth,1,0,1,0,0.0,5.45,0.0,0,365.0,135,0,1,1,0,0,1,1,0.0,5.45,5.45,0.0,0,0,0,1,0,583.43,True,1,False,False,
54,2023-05-01,2022-09-23,SkillsContributor,Local,Visayas,Philippines,Inactive,Event,5,2,3,5,1510.63,2023.05,755.315,77,23.7012987012987,2,1,3,3,0,5,5,5,2023.05,2023.05,2023.05,755.315,5,0,1,7,7,5792.390000000001,True,1,False,True,330.63
19,2023-05-01,2022-04-01,Volunteer,Local,Luzon,Philippines,Active,SocialMedia,2,1,1,0,349.66,353.81,349.66,100,7.3,38,1,2,2,0,1,2,2,4.15,353.81,353.81,349.66,0,0,1,1,0,30.72,True,0,False,False,
1,2023-05-01,2022-01-01,SocialMediaAdvocate,Local,Luzon,Philippines,Active,SocialMedia,1,1,0,1,774.61,774.61,774.61,0,365.0,67,0,1,1,1,1,1,1,774.61,774.61,774.61,774.61,1,1,0,4,4,1590.05,True,1,False,True,663.94
2,2023-05-01,2022-01-06,Volunteer,Local,Mindanao,Philippines,Active,SocialMedia,1,1,0,0,2565.03,2565.03,2565.03,0,365.0,84,0,1,1,0,1,1,1,2565.03,2565.03,2565.03,2565.03,0,0,0,2,0,939.39,True,0,False,True,915.05
3,2023-05-01,2022-01-11,MonetaryDonor,Local,Luzon,Philippines,Active,SocialMedia,2,1,1,2,250.0,550.0,250.0,46,15.869565217391305,52,0,2,2,0,1,2,2,300.0,550.0,550.0,250.0,2,0,0,2,2,469.63,True,0,False,True,460.56
4,2023-05-01,2022-01-16,MonetaryDonor,PartnerOrganization,Mindanao,Philippines,Active,Church,1,0,1,1,0.0,439.51,0.0,0,365.0,77,0,1,1,1,1,1,1,439.51,439.51,439.51,0.0,1,1,0,1,1,825.99,True,1,False,True,825.99
20,2023-05-01,2022-04-06,Volunteer,International,Luzon,Canada,Active,PartnerReferral,5,4,1,5,3702.31,3719.7000000000003,925.5775,90,20.27777777777778,27,1,2,2,0,3,5,5,1904.5500000000002,3719.7000000000003,3719.7000000000003,925.5775,5,0,1,3,3,2888.9900000000002,True,0,False,False,
7,2023-05-01,2022-01-31,MonetaryDonor,International,Mindanao,USA,Active,Event,2,1,1,2,469.97,479.64000000000004,469.97,123,5.934959349593496,1,1,1,2,0,1,2,2,469.97,479.64000000000004,479.64000000000004,469.97,2,0,1,2,2,845.75,True,1,False,False,
